itemId,brand,name,price,link,rating,reviews_count,product_type,for_whom,skin_type,area,volume
19000303216,holika holika,holika holika,6586.0,https://goldapple.kz/19000303216-pure-essence,4.3,100,маски для лица,unisex,all,face,80 мл
19000026901,barbaro,barbaro,7405.0,https://goldapple.kz/19000026901-hand-and-body-cream,3.7,60,крем для рук,men,all,body,100 мл
19000484464,the bunt,the bunt,3742.0,https://goldapple.kz/19000484464-professional,4.9,0,пудра энзимная,unisex,not_specified,face,150 мл
19000230235,curaprox,curaprox,20957.0,https://goldapple.kz/19000230235-biw-set,4.9,0,наборы,unisex,all,not_specified,
19000408375,гельтек,гельтек,9648.0,https://goldapple.kz/19000408375-fizzy-cola,3.6,140,молочко для тела,unisex,all,body,390 мл
19000449405,natura siberica,natura siberica,13037.0,https://goldapple.kz/19000449405-royal-caviar-anti-age,4.9,0,молочко для лица,unisex,all,face,150 мл
19000345268,yves rocher,yves rocher,23120.0,https://goldapple.kz/19000345268-lift-pro-collagene,5.0,20,сыворотка для лица,women,all,face,30 мл
19000164494,mettler 1929,mettler 1929,17234.0,https://goldapple.kz/19000164494-cleansing-milk,4.9,0,молочко для лица,unisex,all,face,200 мл
19000016104,baffy,baffy,1909.0,https://goldapple.kz/19000016104-osvezausij-lajm,4.8,50,гель для душа,kids,all,not_specified,300 мл
19760328158,reuzel,reuzel,23214.0,https://goldapple.kz/19760328158-refresh-no-rinse-beard-wash,4.0,30,уход для бороды,men,not_specified,other,200 мл
